,Ph1-Ph2,Ph1-Ph3,Ph1-Ph4,Ph1-Ph5,Max_Delta_Stress,Recovery_Delta_Last_Phase,Resilience_Index,population_max_delta_stress,stress_factor
306,3.842076619,3.78305952,3.685488674,3.430976164,3.842076619,3.430976164,0.49606830704605637,0.41110045500000014,0.6732526505727098
307,3.682597748,3.681796816,3.491452104,3.758958631,3.682597748,3.758958631,-0.0921434493531562,-0.07636088299999999,0.5396271808590588
308,3.629175317,3.64772752,3.891441088,3.789815132,3.891441088,3.789815132,0.12263040658725846,0.1016259559999999,0.7146145583660621
309,3.639856281,3.669159188,3.558659337,3.411223892,3.639856281,3.411223892,0.27588702655930003,0.22863238899999994,0.5038146085207112
310,3.727577404,3.95729445,4.069327569,3.780431179,4.069327569,3.780431179,0.348606627299932,0.28889639000000056,0.8636635479299114
311,3.863203993,3.894383082,3.991224091,3.839484264,3.991224091,3.839484264,0.18310200870819102,0.15173982699999966,0.798221562615005
312,3.734327016,3.705815444,3.531490961,3.24987915,3.734327016,3.24987915,0.5845754482044898,0.484447866,0.5829705259122309
313,3.537094209,3.707542039,3.627574574,3.789674219,3.627574574,3.789674219,-0.19560303446493812,-0.16209964500000007,0.4935239107218759
314,3.763438675,3.753168941,3.748224967,3.722270527,3.763438675,3.722270527,0.049676942056854564,0.041168148000000127,0.6073628424844911
315,3.937714399,3.823258542,3.884627809,4.020117959,3.937714399,4.020117959,-0.09943505050065757,-0.08240356000000038,0.7533864212392375
316,3.664387401,3.707411118,3.6371403,3.801339283,3.664387401,3.801339283,-0.16525763332106078,-0.13695188199999997,0.5243689453557263
317,3.86456664,3.532882124,3.900972554,3.712611854,3.900972554,3.712611854,0.22729182715939855,0.18836070000000005,0.7226008615880712
318,3.65891523,3.341952282,3.353370278,3.62787942,3.65891523,3.62787942,0.03745041275739502,0.031035809999999664,0.5197838776558902
413,3.996811072,3.922883822,3.814122951,3.57556623,3.996811072,3.57556623,0.5083093756800228,0.4212448419999997,0.8029028282630809
414,4.052567524,3.913331432,3.84013924,3.880901792,4.052567524,3.880901792,0.20714627779008865,0.17166573199999968,0.8496205034093177
415,3.476491054,3.644038372,3.843854935,3.542806477,3.843854935,3.542806477,0.36327033230572736,0.3010484579999999,0.6747426806269059
416,3.689223421,3.960211489,3.839507647,3.877080808,3.839507647,3.877080808,-0.045338929064524976,-0.03757316100000008,0.6711001391583216
423,3.963816001,3.799175433,3.834054958,3.658647722,3.963816001,3.658647722,0.3682416540446023,0.3051682790000001,0.7752566464650531
424,3.756053965,3.586609161,3.353195926,3.376473202,3.756053965,3.376473202,0.45803400166185715,0.3795807629999999,0.601175280857916
425,3.907095857,3.703501506,3.277178667,3.078378422,3.907095857,3.078378422,1.0,0.8287174349999997,0.7277315051300235
437,3.707161335,3.793703106,3.753548712,3.67779021,3.753548712,3.67779021,0.09141656588895135,0.07575850200000023,0.5990761588439628
439,3.412823818,3.396734916,3.314579828,3.202718075,3.412823818,3.202718075,0.2535312208074882,0.21010574300000018,0.31358677885027136
440,3.671367076,3.948269747,3.461111727,3.639173885,3.671367076,3.639173885,0.038847005795166104,0.032193191000000176,0.5302171329211101
441,3.464999873,3.706511163,3.254476197,3.668989086,3.464999873,3.668989086,-0.24615050243271389,-0.20398921299999984,0.35730448147421495
442,3.78914666,4.072493135,3.721814283,3.710196477,3.78914666,3.710196477,0.0952679160177195,0.0789501829999999,0.6289032606569804
455,3.989862951,3.876671767,3.809793057,3.807541752,3.989862951,3.807541752,0.22000405844001586,0.182321199,0.7970810794230591
456,3.322031681,3.379901405,3.124572288,3.135668305,3.322031681,3.135668305,0.22488168841289086,0.18636337600000008,0.23751311544359244
457,3.747415768,3.823719497,3.924302444,3.712017541,3.924302444,3.712017541,0.2561607781306062,0.21228490300000002,0.7421487019387707
458,3.71479493,3.838812629,3.915299459,4.406957846,3.915299459,4.406957846,-0.593276267923578,-0.4916583870000002,0.7346052067289887
459,3.741169635,3.786039768,3.438089994,3.540640853,3.741169635,3.540640853,0.2419748560014304,0.20052878199999968,0.5887038758677027
460,4.020853527,3.976514291,4.232041934,4.064273702,4.232041934,4.064273702,0.2024432272261768,0.16776823199999935,1.0
461,3.852206863,3.860320383,3.733682041,3.994562829,3.852206863,3.994562829,-0.171778654566378,-0.14235596599999978,0.6817406628361894
