subject,n_components,explained_variance_ratio
289,1,0.15055365954211178
289,2,0.2957094375114314
289,3,0.41696981602838823
289,4,0.5347132776727272
289,5,0.6419517064474848
289,6,0.7445804624936924
289,7,0.8191498883197277
289,8,0.8826611401672477
289,9,0.9222384699514975
289,10,0.9463588585856395
289,11,0.9653378004671558
289,12,0.9834367591945665
289,13,0.9991940001605272
289,14,0.9999999999999999
289,15,0.9999999999999999
292,1,0.1897907497925948
292,2,0.3561302205067617
292,3,0.48846178557005804
292,4,0.6090749264009494
292,5,0.7229365464710702
292,6,0.7997520408694011
292,7,0.865641364560407
292,8,0.921076818574128
292,9,0.9453411224361677
292,10,0.9649234664101507
292,11,0.983075882342614
292,12,0.9911978905033116
292,13,0.9956542349620093
292,14,0.9986412003216159
292,15,1.0
304,1,0.15139724905947652
304,2,0.28804950163882537
304,3,0.4220023943337396
304,4,0.5480823649931931
304,5,0.6732669904163051
304,6,0.7561425451748548
304,7,0.826531363672597
304,8,0.8923427434027686
304,9,0.940049155087901
304,10,0.9650331662472205
304,11,0.9792066874712468
304,12,0.9919179111959631
304,13,0.9987761044352287
304,14,0.9994597777099903
304,15,1.0
305,1,0.15200547798468686
305,2,0.29125811345836433
305,3,0.4140468173039632
305,4,0.5351363613243237
305,5,0.6469319552076894
305,6,0.7309319338010347
305,7,0.8047905012121148
305,8,0.8681853434908239
305,9,0.9201126016114102
305,10,0.9455132181306379
305,11,0.9689932347767463
305,12,0.9819885405163101
305,13,0.9935087423688232
305,14,0.9967591059859078
305,15,1.0
306,1,0.1885104072761007
306,2,0.3211725145151761
306,3,0.45223853114848156
306,4,0.5798546281340617
306,5,0.6867102600149095
306,6,0.7573846358198644
306,7,0.8243256647942968
306,8,0.8838266795781184
306,9,0.9296046609763503
306,10,0.9574294925249032
306,11,0.9840283521932425
306,12,0.9896285443101284
306,13,0.9951578646521256
306,14,0.9980460115536401
306,15,0.9999999999999999
307,1,0.22639993613630052
307,2,0.36994134478945273
307,3,0.5009124395758331
307,4,0.6289708019875744
307,5,0.7293363510123219
307,6,0.7979263222535408
307,7,0.860171788412667
307,8,0.9015284818240406
307,9,0.9374505402848492
307,10,0.9654972494498643
307,11,0.9858516048541732
307,12,0.992868570923505
307,13,0.9977350417264135
307,14,0.9995362443776669
307,15,1.0
308,1,0.14890935230296745
308,2,0.28315786544001
308,3,0.4147658338953073
308,4,0.5265526804310373
308,5,0.6208101198835354
308,6,0.7002258843681137
308,7,0.7763865525750772
308,8,0.8421662001245701
308,9,0.8973578397551355
308,10,0.9355150120949396
308,11,0.958429011460018
308,12,0.9776634456307891
308,13,0.9925419785371226
308,14,0.9996115269276545
308,15,0.9999999999999997
309,1,0.19187506095056608
309,2,0.33168516710145707
309,3,0.4697974917839749
309,4,0.580457179288854
309,5,0.672360380266277
309,6,0.7415286772195081
309,7,0.8034182425524863
309,8,0.8624512184106568
309,9,0.9153809192158747
309,10,0.9478915771145747
309,11,0.9767816601682545
309,12,0.9914853697202956
309,13,0.9984813739838487
309,14,0.9994048768110656
309,15,0.9999999999999999
310,1,0.17883282662271507
310,2,0.31137938682107225
310,3,0.43462111326706426
310,4,0.5560646474447284
310,5,0.6734954492361874
310,6,0.7566249832956478
310,7,0.831048444526035
310,8,0.8826327284618362
310,9,0.9278615069919889
310,10,0.9543755650241565
310,11,0.9679700620334722
310,12,0.9803281752531274
310,13,0.9908366569277035
310,14,0.9964878374970301
310,15,1.0000000000000002
311,1,0.15648288649263078
311,2,0.28796972968919654
311,3,0.40764130088375383
311,4,0.5142852264690535
311,5,0.60556289960343
311,6,0.6927280285473684
311,7,0.7730012133236018
311,8,0.8352175690001601
311,9,0.8915710929198217
311,10,0.9314197089845856
311,11,0.9551653937777446
311,12,0.9742080136634089
311,13,0.9905571809697963
311,14,0.9963351461864935
311,15,0.9999999999999999
312,1,0.2064821820519387
312,2,0.3657882966948224
312,3,0.5010908505357798
312,4,0.5846533497181827
312,5,0.6589542877985344
312,6,0.7277792532988124
312,7,0.7912435299917013
312,8,0.8487164466134207
312,9,0.8986335871540521
312,10,0.9450537660874526
312,11,0.9749506427654503
312,12,0.9970617368064616
312,13,0.999080386977151
312,14,0.9996143712671679
312,15,1.0
313,1,0.14472698357833877
313,2,0.280747347277409
313,3,0.40578470722946486
313,4,0.523563545482734
313,5,0.6384073117578339
313,6,0.7444209252774122
313,7,0.8311476400424211
313,8,0.896024009402843
313,9,0.9384898957590571
313,10,0.9586230995238192
313,11,0.977740322026874
313,12,0.9891867101057595
313,13,0.9981806235377123
313,14,0.9993271082421917
313,15,0.9999999999999998
314,1,0.22692379253837755
314,2,0.3612294764676486
314,3,0.4791216590599544
314,4,0.588518449474902
314,5,0.6934363092666092
314,6,0.7661735775730393
314,7,0.8279915535168353
314,8,0.8763725870082875
314,9,0.9167260637682603
314,10,0.9546435784300393
314,11,0.9706709947651979
314,12,0.9850468054587388
314,13,0.9967543476486989
314,14,0.9990798159417189
314,15,1.0
315,1,0.14249945589253984
315,2,0.27880855159699824
315,3,0.4078665396917578
315,4,0.5229462991931043
315,5,0.6317916159607848
315,6,0.7228707155915902
315,7,0.8099472345707878
315,8,0.8774289170958566
315,9,0.9287720187211488
315,10,0.9523696492675421
315,11,0.9701078702412161
315,12,0.9846691761448788
315,13,0.9969915179851238
315,14,0.99928169962229
315,15,1.0
316,1,0.16497347244330163
316,2,0.3088864686671652
316,3,0.43757115376832345
316,4,0.5648992398820091
316,5,0.6804922845283283
316,6,0.7729142531110592
316,7,0.8418460441010399
316,8,0.8995593791990304
316,9,0.9409423417815922
316,10,0.9624390598647795
316,11,0.9810931274238549
316,12,0.9935859193769723
316,13,0.9985574943260358
316,14,0.9995888903826723
316,15,1.0
317,1,0.18198771027799812
317,2,0.31856542247781783
317,3,0.4485675451673657
317,4,0.5623345043009222
317,5,0.6698894986346535
317,6,0.7667637648961503
317,7,0.8309435363316852
317,8,0.8818200197508138
317,9,0.9152655163512071
317,10,0.9436844200890118
317,11,0.9640541256121143
317,12,0.9820490224833073
317,13,0.9968201527783932
317,14,0.998573690557061
317,15,1.0000000000000002
318,1,0.21173441180968644
318,2,0.34215070374487727
318,3,0.4709112305749279
318,4,0.587099985917283
318,5,0.7000977152189647
318,6,0.7740262592265
318,7,0.8319600036813275
318,8,0.8841515264829601
318,9,0.9191672335384806
318,10,0.9494110755200043
318,11,0.9695188026660271
318,12,0.9860571557734168
318,13,0.9933493502704079
318,14,0.997128291258015
318,15,1.0
413,1,0.14357973721359835
413,2,0.28167456836438654
413,3,0.40272435645710825
413,4,0.5232428996110656
413,5,0.6361667546847056
413,6,0.7430365657405308
413,7,0.8343190780085517
413,8,0.8898091981741428
413,9,0.9296888337138148
413,10,0.9504339267825413
413,11,0.9692834200011089
413,12,0.9820292178405363
413,13,0.991647179610515
413,14,0.9967047344744395
413,15,1.0
414,1,0.14484589981440282
414,2,0.2826848291476476
414,3,0.4152668037503148
414,4,0.5303262210130044
414,5,0.6429560375692468
414,6,0.7415369737374211
414,7,0.833028263275589
414,8,0.8968629891851445
414,9,0.9246902644266767
414,10,0.9455300429235539
414,11,0.9651469922776459
414,12,0.9820171346584147
414,13,0.9925871353408791
414,14,0.9989573888293786
414,15,1.0
415,1,0.15011076770931894
415,2,0.2913906233494508
415,3,0.4195968114059683
415,4,0.5340310981723245
415,5,0.6462264518105091
415,6,0.7558302497321087
415,7,0.8292507381819353
415,8,0.8788685075723168
415,9,0.9189930474925504
415,10,0.9456686336398137
415,11,0.9657128643566805
415,12,0.9846231714028559
415,13,0.9922136612218103
415,14,0.9979465414938663
415,15,1.0
416,1,0.16637335097701805
416,2,0.31224602285761727
416,3,0.4527352629510354
416,4,0.5761895938842823
416,5,0.6873788098020235
416,6,0.7793312723672506
416,7,0.8463949230319535
416,8,0.9012168896547779
416,9,0.9342023919855295
416,10,0.9550821721771139
416,11,0.9746468427942823
416,12,0.9869226056900857
416,13,0.9940421541706659
416,14,0.9980979466513819
416,15,1.0
423,1,0.1742145679876108
423,2,0.3100828774066451
423,3,0.4424572403114149
423,4,0.566340026959352
423,5,0.6805812770228391
423,6,0.7880397895380067
423,7,0.8545627710944523
423,8,0.9123416505552847
423,9,0.9369877931997258
423,10,0.9571296064776311
423,11,0.9756752686523965
423,12,0.9873442812477192
423,13,0.9983287484145305
423,14,0.9993116985315412
423,15,1.0
424,1,0.2571991573460831
424,2,0.3914312819485021
424,3,0.4955877744917629
424,4,0.5865253104539365
424,5,0.6733245159759477
424,6,0.7521425622335154
424,7,0.8181014305353342
424,8,0.8708373874308661
424,9,0.9195338284660868
424,10,0.9590926041461446
424,11,0.9802710982453733
424,12,0.9898863843770879
424,13,0.996071341138397
424,14,0.9983657048225554
424,15,1.0000000000000002
425,1,0.16390397185157457
425,2,0.30836199564260114
425,3,0.43580183968479747
425,4,0.5590297336584479
425,5,0.6755778836502139
425,6,0.7571256595933987
425,7,0.8247770435277622
425,8,0.8897782614939782
425,9,0.9348565632497527
425,10,0.9621259232416566
425,11,0.974086381919651
425,12,0.9850210847979861
425,13,0.9935106398245267
425,14,0.9988378565849028
425,15,1.0
437,1,0.14929249933935013
437,2,0.2874460301459671
437,3,0.42160039079911726
437,4,0.5478511943922123
437,5,0.6579785945049417
437,6,0.7630037918387322
437,7,0.8286303408601029
437,8,0.8898021727397828
437,9,0.9378568360020996
437,10,0.9609154251072102
437,11,0.9806957217474489
437,12,0.9940085004526201
437,13,0.9986832894309202
437,14,0.9994883741814664
437,15,1.0
439,1,0.1830004167849323
439,2,0.3566193906158714
439,3,0.48917489616058685
439,4,0.6176135424007151
439,5,0.7285951229883705
439,6,0.7975097067932205
439,7,0.8553409109456472
439,8,0.9057682648615035
439,9,0.9323812817645639
439,10,0.9573204595672568
439,11,0.9768466286706026
439,12,0.9873733525155142
439,13,0.9969082362408234
439,14,0.9984972094105318
439,15,1.0
440,1,0.14114787546125065
440,2,0.2734733633117142
440,3,0.4022093579225047
440,4,0.5217422131130671
440,5,0.6358302802094883
440,6,0.7327989177181979
440,7,0.8252919810596236
440,8,0.8871696717010531
440,9,0.9169010554605592
440,10,0.94403447083617
440,11,0.9669989283739815
440,12,0.9830979132070028
440,13,0.996862728492028
440,14,0.9993163428194369
440,15,1.0
441,1,0.1585010594799025
441,2,0.31115606440436244
441,3,0.4433712993015523
441,4,0.5685007151733413
441,5,0.6828428469342245
441,6,0.7695824645796958
441,7,0.8410823931663671
441,8,0.905329560425622
441,9,0.9270076185218716
441,10,0.9485260786583731
441,11,0.9682995993671533
441,12,0.9843200830848148
441,13,0.9940465781709793
441,14,0.9986696048190546
441,15,1.0
442,1,0.14382508271148003
442,2,0.27727909835425646
442,3,0.40574571860463
442,4,0.5223445934800267
442,5,0.6281493986479616
442,6,0.7225967217584269
442,7,0.798992939300745
442,8,0.8673474563014216
442,9,0.9266075213844684
442,10,0.9542342230433425
442,11,0.9741531550623951
442,12,0.9931610776129904
442,13,0.9980062063364656
442,14,0.9993524170009315
442,15,1.0
