Subject,Phase_vs_phase,CalinskiHarabasz,Silhouette_Mahanlanobis,DaviesBouldin
316,phase3_vs_phase4,442.7791352,0.10751391,7.437040671
316,phase5_vs_phase2,497.896944,0.122048046,7.889520333
316,phase5_vs_phase4,671.5594851,0.097363487,6.40626551
317,phase1_vs_phase3,57.85592727,0.073490459,13.4371023
317,phase1_vs_phase5,91.64111536,0.093820204,14.12404443
317,phase3_vs_phase5,163.2329642,0.118314407,8.389300671
317,phase1_vs_phase2,718.6476525,0.107868735,3.423726634
317,phase1_vs_phase4,795.7602059,0.079870768,5.105385043
317,phase3_vs_phase2,666.2761675,0.122208488,3.196147858
317,phase3_vs_phase4,655.5997067,0.111338907,4.186208653
317,phase5_vs_phase2,526.1035283,0.103498498,4.227168649
317,phase5_vs_phase4,493.5151162,0.108827462,7.017238902
318,phase1_vs_phase3,973.2362272,0.100613833,5.783658185
318,phase1_vs_phase5,738.2441471,0.103904579,6.099838541
318,phase3_vs_phase5,105.4533927,0.095147748,16.30370811
318,phase1_vs_phase2,728.5801015,0.102568646,2.511554664
318,phase1_vs_phase4,1367.424314,0.118101087,3.685809288
318,phase3_vs_phase2,354.3768356,0.08740136,3.362753337
318,phase3_vs_phase4,476.8934931,0.107215251,6.0809714
318,phase5_vs_phase2,410.8418888,0.09415474,2.793065622
318,phase5_vs_phase4,623.7462796,0.106437737,4.776219081
413,phase1_vs_phase3,499.141364,0.110870392,7.732673763
413,phase1_vs_phase5,325.7538269,0.11716368,11.28008351
413,phase3_vs_phase5,803.2732454,0.120737514,5.541953156
413,phase1_vs_phase2,200.7884652,0.099661867,13.17530067
413,phase1_vs_phase4,124.1714725,0.114794036,17.85738737
413,phase3_vs_phase2,256.9992357,0.101049607,9.386949397
413,phase3_vs_phase4,169.9627802,0.104164117,12.42060218
413,phase5_vs_phase2,276.0959249,0.129129757,10.28561885
413,phase5_vs_phase4,230.6021965,0.091258008,12.09882318
414,phase1_vs_phase3,1148.537503,0.104411715,5.86209602
414,phase1_vs_phase5,800.7073487,0.10140211,7.31695532
414,phase3_vs_phase5,1123.046182,0.095134513,5.992836316
414,phase1_vs_phase2,1939.108695,0.109002786,3.854759257
414,phase1_vs_phase4,1134.002939,0.104684275,5.873491226
414,phase3_vs_phase2,1116.669259,0.097425413,5.123375172
414,phase3_vs_phase4,416.9891001,0.075561155,9.493715138
414,phase5_vs_phase2,1296.915269,0.115980831,4.794498487
414,phase5_vs_phase4,320.9042589,0.067211646,11.1550161
415,phase1_vs_phase3,379.4853393,0.121277065,7.401250076
415,phase1_vs_phase5,1910.608148,0.121103468,3.46604656
415,phase3_vs_phase5,1369.872738,0.140305525,4.017537777
415,phase1_vs_phase2,774.8046971,0.117998039,1.726361511
415,phase1_vs_phase4,5491.384287,0.108035197,1.397736081
415,phase3_vs_phase2,1111.165743,0.13211191,1.60017076
415,phase3_vs_phase4,3651.548686,0.105045946,1.793820176
415,phase5_vs_phase2,816.7636472,0.131160803,1.929885086
415,phase5_vs_phase4,2421.599899,0.098362041,2.285171004
416,phase1_vs_phase3,7796.680103,0.128243105,1.585144417
416,phase1_vs_phase5,6607.133875,0.122366247,1.315077668
416,phase3_vs_phase5,2073.79836,0.128473252,2.50371998
416,phase1_vs_phase2,2618.445504,0.124360899,1.574263505
416,phase1_vs_phase4,3051.062103,0.121180882,1.667091774
416,phase3_vs_phase2,1019.90449,0.121824539,2.812189342
416,phase3_vs_phase4,144.6675582,0.112774491,8.220303032
416,phase5_vs_phase2,3683.359191,0.135718852,1.56058222
416,phase5_vs_phase4,2008.674197,0.106569386,2.186332206
423,phase1_vs_phase3,260.7420762,0.103689244,11.30248504
423,phase1_vs_phase5,881.2182148,0.120063658,2.899963325
423,phase3_vs_phase5,520.4419254,0.138813816,3.896805787
423,phase1_vs_phase2,52.62535274,0.125604231,17.63766574
423,phase1_vs_phase4,967.5883795,0.112555063,3.802356719
423,phase3_vs_phase2,9.814227784,0.072252662,41.5995196
423,phase3_vs_phase4,567.8301277,0.118629542,5.070715361
423,phase5_vs_phase2,359.982125,0.171741432,4.93924611
423,phase5_vs_phase4,3.588803294,0.097264819,47.93049196
424,phase1_vs_phase3,767.9139093,0.144519514,4.869996832
424,phase1_vs_phase5,464.7131472,0.139512388,7.242154729
424,phase3_vs_phase5,1038.213235,0.135724601,3.962448969
424,phase1_vs_phase2,43.70846775,0.119889291,11.7024475
424,phase1_vs_phase4,1092.917027,0.149145067,4.533819209
424,phase3_vs_phase2,231.2889649,0.106869939,5.803247659
424,phase3_vs_phase4,41.04273465,0.134594346,20.73721182
424,phase5_vs_phase2,65.14327052,0.129119807,8.361358281
424,phase5_vs_phase4,1862.784971,0.103037135,3.431646771
425,phase1_vs_phase3,403.4527179,0.103143323,8.032446938
425,phase1_vs_phase5,581.6943064,0.132854535,6.207026759
425,phase3_vs_phase5,245.3487226,0.173332266,9.239763956
425,phase1_vs_phase2,3447.219113,0.088724304,2.945345681
425,phase1_vs_phase4,843.8616742,0.113294211,4.996159805
425,phase3_vs_phase2,1626.073098,0.074469266,4.196708581
425,phase3_vs_phase4,141.4168573,0.131885775,11.7348675
425,phase5_vs_phase2,5241.610917,0.155604615,2.470738352
425,phase5_vs_phase4,298.1920501,0.102472697,7.584145191
437,phase1_vs_phase3,289.9185315,0.095388044,9.989392117
437,phase1_vs_phase5,369.4133409,0.100781588,8.195559166
437,phase3_vs_phase5,914.2518554,0.117198744,5.115553222
437,phase1_vs_phase2,893.9400127,0.094792136,4.106910882
437,phase1_vs_phase4,152.2622307,0.094146065,12.15424803
437,phase3_vs_phase2,393.8457819,0.097958395,5.993209201
437,phase3_vs_phase4,251.4157609,0.110160008,9.250832755
437,phase5_vs_phase2,1169.241799,0.135820363,3.396669283
437,phase5_vs_phase4,316.3049966,0.091267256,7.784000783
439,phase1_vs_phase3,224861.2542,0.136035198,0.339609775
439,phase1_vs_phase5,316882.1162,0.142215895,0.302217262
439,phase3_vs_phase5,1043.964918,0.13428367,4.35843607
439,phase1_vs_phase2,17062.73685,0.106947642,0.840289224
439,phase1_vs_phase4,335049.8438,0.132251254,0.292855287
439,phase3_vs_phase2,3236.483022,0.123647154,1.809123143
439,phase3_vs_phase4,177.1098304,0.135805611,10.45450309
439,phase5_vs_phase2,3594.201156,0.168586601,1.639760895
439,phase5_vs_phase4,714.3399352,0.111117697,5.614465431
440,phase1_vs_phase3,916.8124356,0.117675705,4.548048576
440,phase1_vs_phase5,974.7889592,0.108219825,6.520197162
440,phase3_vs_phase5,389.8294525,0.12610021,7.031932616
440,phase1_vs_phase2,814.0189825,0.100439728,4.151535072
440,phase1_vs_phase4,1663.315699,0.111433592,4.7704069
440,phase3_vs_phase2,117.2791561,0.108268472,9.890911085
440,phase3_vs_phase4,104.6188851,0.126138108,12.85810755
440,phase5_vs_phase2,625.254877,0.10955345,4.792430223
440,phase5_vs_phase4,297.272733,0.08734914,11.01831336
441,phase1_vs_phase3,35059.64899,0.111163921,0.923046991
441,phase1_vs_phase5,78014.35256,0.113828241,0.710275309
441,phase3_vs_phase5,1092.249377,0.117449596,4.880963926
441,phase1_vs_phase2,2606.856103,0.096287147,3.975005621
441,phase1_vs_phase4,80270.41009,0.125767229,0.574629646
441,phase3_vs_phase2,21613.09706,0.111998827,1.144625407
441,phase3_vs_phase4,2630.962711,0.125540851,2.648672183
441,phase5_vs_phase2,51813.96329,0.128419953,0.843002026
441,phase5_vs_phase4,709.4276205,0.106780649,5.610804835
442,phase1_vs_phase3,946.8507132,0.123632121,5.497813272
442,phase1_vs_phase5,159.7375829,0.134801729,12.97425018
442,phase3_vs_phase5,844.7645728,0.119679172,5.477940289
442,phase1_vs_phase2,609.423431,0.097451443,7.096406998
442,phase1_vs_phase4,818.2632163,0.121260915,5.947791815
442,phase3_vs_phase2,321.9221188,0.080987145,9.172179144
442,phase3_vs_phase4,1777.847399,0.105641383,3.841793069
442,phase5_vs_phase2,518.658482,0.129352566,7.012909016
442,phase5_vs_phase4,241.1844323,0.118720049,10.0720624
455,phase1_vs_phase3,515.7924156,0.104697276,9.206682906
455,phase1_vs_phase5,180.8346475,0.112704366,14.3026494
455,phase3_vs_phase5,179.5150022,0.122642901,14.47788751
455,phase1_vs_phase2,632.9064685,0.110912095,7.611334991
455,phase1_vs_phase4,187.3417666,0.108910323,12.48800143
455,phase3_vs_phase2,130.3533142,0.105232554,16.91959219
455,phase3_vs_phase4,455.2314808,0.121040343,8.095057961
455,phase5_vs_phase2,311.3662669,0.122699772,10.30334879
455,phase5_vs_phase4,147.351069,0.100879352,13.44708208
456,phase1_vs_phase3,73.89506159,0.038438857,16.64839635
456,phase1_vs_phase5,129.4382425,0.04347447,11.67300778
456,phase3_vs_phase5,5.189952627,0.059734375,59.29357175
456,phase1_vs_phase2,181.1983631,0.121474189,9.632538271
456,phase1_vs_phase4,371.2545821,0.108855076,6.852736161
456,phase3_vs_phase2,36.07715184,0.123764428,21.75487475
456,phase3_vs_phase4,59.66566152,0.07132202,17.10432271
456,phase5_vs_phase2,42.07101517,0.145899113,18.53186182
456,phase5_vs_phase4,64.8357332,0.116534218,15.26094526
457,phase1_vs_phase3,432.310099,0.103024459,9.082216898
457,phase1_vs_phase5,153.1962485,0.059513509,14.64534986
457,phase3_vs_phase5,160.4963921,0.104187036,13.20686706
457,phase1_vs_phase2,180.8183576,0.089742564,12.58229446
457,phase1_vs_phase4,233.8755213,0.108784093,12.21179813
457,phase3_vs_phase2,155.3204241,0.091627891,12.7162351
457,phase3_vs_phase4,372.5433304,0.11792383,8.863922484
457,phase5_vs_phase2,15.28608792,0.094730155,38.36337481
457,phase5_vs_phase4,62.50668948,0.106886671,20.58538974
458,phase1_vs_phase3,161.2786922,0.118247425,12.55661852
458,phase1_vs_phase5,454.9923381,0.121247195,6.379092436
458,phase3_vs_phase5,682.1465566,0.104275274,5.218708064
458,phase1_vs_phase2,942.3292396,0.103948109,4.075755166
458,phase1_vs_phase4,97.42043671,0.107429582,12.18113411
458,phase3_vs_phase2,518.4032071,0.125296039,5.501271395
458,phase3_vs_phase4,23.04357347,0.125157623,25.04455884
458,phase5_vs_phase2,1270.077289,0.136202883,3.779234863
458,phase5_vs_phase4,536.6441845,0.109218031,6.180718467
459,phase1_vs_phase3,182.7332541,0.100371021,7.878379612
459,phase1_vs_phase5,1008.846029,0.106288095,5.408848964
459,phase3_vs_phase5,106.3427857,0.111462358,9.900516634
459,phase1_vs_phase2,705.2033682,0.094151401,4.704491923
459,phase1_vs_phase4,684.0201538,0.107353275,2.645581006
459,phase3_vs_phase2,358.0464886,0.104575074,4.972150939
459,phase3_vs_phase4,449.9267943,0.118300451,2.980023263
459,phase5_vs_phase2,255.6053881,0.125605011,7.411815366
459,phase5_vs_phase4,295.4916852,0.107844989,3.981713413
460,phase1_vs_phase3,548.2026639,0.104861194,7.29338025
460,phase1_vs_phase5,1390.826477,0.102092411,5.519538376
460,phase3_vs_phase5,288.8323539,0.112164722,9.936044806
460,phase1_vs_phase2,66.0816432,0.093221957,13.73905075
460,phase1_vs_phase4,394.0473894,0.111473794,5.452567918
460,phase3_vs_phase2,48.4571731,0.102027655,15.28126907
460,phase3_vs_phase4,109.2807793,0.117080023,9.866306949
460,phase5_vs_phase2,212.549535,0.111321865,7.820857985
460,phase5_vs_phase4,29.77430151,0.080095816,20.27214753
461,phase1_vs_phase3,1663.716349,0.118407823,3.068129149
461,phase1_vs_phase5,2856.72926,0.118843466,2.831868867
461,phase3_vs_phase5,228.7195791,0.140932963,8.573151508
461,phase1_vs_phase2,110.9754109,0.119475253,2.394209857
461,phase1_vs_phase4,821.8681717,0.118441668,2.039181532
461,phase3_vs_phase2,25.60159159,0.121639331,5.467933554
461,phase3_vs_phase4,130.8834202,0.130886481,5.348631571
461,phase5_vs_phase2,9.346071059,0.146956846,11.05161335
461,phase5_vs_phase4,27.58893848,0.072650357,14.30300824
