Subject,Phase_vs_phase,model,AUC,F1,AdjustedMutualInformation,CalinskiHarabasz,Silhouette_Euclidean,Silhouette_Manhalanobis,DaviesBouldin
440,GaussianMixture,phase1_vs_phase4,1,0,1,20760.56724,0.332127497,0.244237129,1.392885775
440,GaussianMixture,phase1_vs_phase5,1,0,1,12248.6055,0.235661998,0.244827761,1.886536709
441,Birch,phase1_vs_phase2,0.537727865,0.140323264,0.062675565,33101.93043,0.667387551,,0.383726779
441,Birch,phase1_vs_phase3,1,0,1,426444.4946,0.782695154,,0.322096439
441,Birch,phase1_vs_phase4,1,1,1,861201.6738,0.845370532,,0.224253716
441,Birch,phase1_vs_phase5,1,0,1,457084.6577,0.789747682,,0.310589124
441,KMeans,phase1_vs_phase2,0.721142578,0.613311666,0.301643351,52704.756,0.536927868,,0.822943318
441,KMeans,phase1_vs_phase3,1,1,1,426444.4946,0.782695154,,0.322096439
441,KMeans,phase1_vs_phase4,1,1,1,861201.6738,0.845370532,,0.224253716
441,KMeans,phase1_vs_phase5,1,0,1,457084.6577,0.789747682,,0.310589124
441,GaussianMixture,phase1_vs_phase2,0.803580729,0.755569959,0.424992874,34066.24127,0.399507376,0.139577455,1.079843372
441,GaussianMixture,phase1_vs_phase3,1,1,1,426444.4946,0.782695154,0.229060592,0.322096439
441,GaussianMixture,phase1_vs_phase4,1,1,1,861201.6738,0.845370532,0.252597503,0.224253716
441,GaussianMixture,phase1_vs_phase5,1,0,1,457084.6577,0.789747682,0.235501366,0.310589124
442,Birch,phase1_vs_phase2,0.583609457,0.289018724,0.024584024,78677.94823,0.480066591,,0.782450177
442,Birch,phase1_vs_phase3,0.593208074,0.481701986,0.033602609,54749.92518,0.425063624,,0.855420288
442,Birch,phase1_vs_phase4,0.560826025,0.546153977,0.010766438,56904.59433,0.401060792,,0.964107379
442,Birch,phase1_vs_phase5,0.535775738,0.36622773,0.004240585,82157.55556,0.483274245,,0.754008476
442,KMeans,phase1_vs_phase2,0.577531465,0.645045244,0.021147709,79228.13654,0.482346583,,0.780316252
442,KMeans,phase1_vs_phase3,0.52156868,0.521034524,0.001383395,76116.55617,0.47116965,,0.816030507
442,KMeans,phase1_vs_phase4,0.511991353,0.422836885,0.000434839,62798.0195,0.430932073,,0.906821221
442,KMeans,phase1_vs_phase5,0.51325026,0.529665101,0.00051562,89145.64211,0.495660443,,0.758050271
442,GaussianMixture,phase1_vs_phase2,0.971061198,0.056699141,0.838173017,6114.688138,0.116778057,0.218269857,2.713404909
442,GaussianMixture,phase1_vs_phase3,1,0,1,8155.478759,0.170636624,0.246224339,2.451908386
442,GaussianMixture,phase1_vs_phase4,1,0,1,8360.879023,0.165257204,0.235567151,2.417616775
442,GaussianMixture,phase1_vs_phase5,0.93922526,0.935292691,0.724896558,4100.444437,0.087856049,0.227315429,3.441811913
