Subject,Phase_vs_phase,model,AUC,F1
441,KMeans,phase1_vs_phase4,1.0,1.0
441,KMeans,phase1_vs_phase5,1.0,1.0
441,GaussianMixture,phase1_vs_phase2,0.5643544087794516,0.397462238378
441,GaussianMixture,phase1_vs_phase3,0.9998676329461598,0.0
441,GaussianMixture,phase1_vs_phase4,0.9999172705913498,0.0
441,GaussianMixture,phase1_vs_phase5,1.0,1.0
442,Birch,phase1_vs_phase2,0.5032727010789984,0.03000062762819306
442,Birch,phase1_vs_phase3,0.5037214095565911,0.05722239406124342
442,Birch,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
442,Birch,phase1_vs_phase5,0.5000651041666667,0.0002603827626611118
442,KMeans,phase1_vs_phase2,0.5028896316007727,0.033180992925561884
442,KMeans,phase1_vs_phase3,0.5037943390850954,0.055768992440203245
442,KMeans,phase1_vs_phase4,0.5014896221773759,0.03840149859506713
442,KMeans,phase1_vs_phase5,0.5019161181319078,0.6634357325052679
442,GaussianMixture,phase1_vs_phase2,0.5502514731651651,0.2807370041039672
442,GaussianMixture,phase1_vs_phase3,0.5679871023559268,0.33320753767579936
442,GaussianMixture,phase1_vs_phase4,0.5000162760416667,6.51020474593926e-05
442,GaussianMixture,phase1_vs_phase5,0.5317772190095635,0.6308256880733945
